extract_date,specimen_date,Number_tested,Number_confirmed,Number_hospitalized,Number_deaths
08/03/2020,03/02/2020,4,0,3,0
08/03/2020,07/12/2020,8386,192,14,2
08/03/2020,06/05/2020,14524,375,52,7
08/03/2020,04/16/2020,9552,3539,857,291
08/03/2020,03/15/2020,2360,1113,313,94
08/03/2020,05/16/2020,6675,448,63,5
08/03/2020,03/08/2020,108,27,22,4
08/03/2020,03/24/2020,7207,4624,1465,516
08/03/2020,07/31/2020,6056,51,11,0
08/03/2020,03/16/2020,4951,2265,514,128
08/03/2020,07/08/2020,19750,362,24,4
08/03/2020,05/26/2020,21110,1035,75,17
08/03/2020,04/06/2020,10954,6385,1979,788
08/03/2020,04/09/2020,9246,5060,1501,579
08/03/2020,06/27/2020,10726,199,30,2
08/03/2020,03/20/2020,7804,4195,995,278
08/03/2020,03/12/2020,1569,405,103,33
08/03/2020,02/29/2020,2,1,0,0
08/03/2020,05/24/2020,9701,502,68,7
08/03/2020,03/05/2020,63,5,25,1
08/03/2020,05/09/2020,5336,637,113,28
08/03/2020,06/03/2020,15089,524,53,14
08/03/2020,07/28/2020,9546,140,24,0
08/03/2020,02/05/2020,1,0,1,0
08/03/2020,04/24/2020,9584,2523,511,166
08/04/2020,03/13/2020,2162,691,213,54
08/04/2020,03/01/2020,1,0,0,0
08/04/2020,04/28/2020,11937,2718,368,107
08/04/2020,04/14/2020,9425,4159,1170,387
08/04/2020,05/13/2020,15216,1398,126,36
08/04/2020,06/10/2020,15097,321,32,5
08/04/2020,06/08/2020,17833,389,34,2
08/04/2020,04/11/2020,6937,3679,1102,395
08/04/2020,06/18/2020,17692,315,27,2
08/04/2020,07/22/2020,11496,187,19,1
08/04/2020,06/27/2020,10726,199,30,2
08/04/2020,04/20/2020,11446,3788,708,231
08/04/2020,07/21/2020,13497,196,13,1
08/04/2020,08/02/2020,1259,12,4,0
08/04/2020,07/11/2020,9833,225,26,1
08/04/2020,04/30/2020,10715,2058,290,98
08/04/2020,03/28/2020,4746,3509,1456,555
08/04/2020,03/07/2020,62,11,12,3
08/04/2020,04/09/2020,9246,5060,1501,580
08/04/2020,03/06/2020,82,14,14,2
08/04/2020,07/10/2020,15009,259,19,1
08/04/2020,07/24/2020,9959,165,25,0
08/04/2020,04/21/2020,9760,3069,626,225
08/04/2020,07/19/2020,6833,118,23,3
08/04/2020,04/07/2020,10583,6010,1794,720
08/04/2020,05/16/2020,6675,449,63,5
08/04/2020,04/16/2020,9552,3539,857,291
08/04/2020,06/24/2020,17704,307,21,5
08/04/2020,05/20/2020,19654,1211,83,17
08/04/2020,03/02/2020,4,0,3,0
08/04/2020,03/14/2020,1706,696,237,66
08/04/2020,07/18/2020,9185,155,19,3
08/04/2020,07/17/2020,17485,320,32,4
08/04/2020,03/19/2020,7750,3941,916,260
08/04/2020,07/14/2020,18966,329,27,1
08/04/2020,05/17/2020,6041,340,57,8
08/04/2020,05/18/2020,16431,949,78,17
08/04/2020,04/24/2020,9584,2523,511,166
08/04/2020,03/31/2020,7958,5519,1912,776
08/04/2020,06/21/2020,7691,156,34,3
08/04/2020,05/08/2020,10321,1103,158,29
08/04/2020,06/15/2020,18703,293,42,2
08/04/2020,06/17/2020,17792,306,30,6
08/04/2020,03/20/2020,7804,4195,995,278
08/04/2020,04/01/2020,8472,5501,1741,740
08/04/2020,05/06/2020,11681,1428,172,55
08/04/2020,04/15/2020,9884,3873,989,346
08/04/2020,04/03/2020,9571,5731,1882,733
08/04/2020,05/31/2020,6754,215,37,7
08/04/2020,04/08/2020,10204,5582,1745,701
08/04/2020,07/16/2020,18101,326,22,1
08/04/2020,04/05/2020,6346,3791,1420,543
08/04/2020,04/19/2020,6729,2334,555,174
08/04/2020,06/07/2020,7118,188,33,2
08/04/2020,03/12/2020,1569,405,103,33
08/04/2020,05/05/2020,11258,1542,189,55
08/04/2020,06/04/2020,14751,466,48,5
08/04/2020,03/15/2020,2360,1113,313,95
08/04/2020,05/02/2020,5880,1071,192,49
08/04/2020,03/11/2020,797,190,73,26
08/04/2020,07/25/2020,5342,80,16,2
08/04/2020,04/02/2020,9396,5809,1900,708
08/04/2020,06/06/2020,8639,237,29,5
08/04/2020,03/26/2020,7320,5128,1755,620
08/04/2020,02/26/2020,1,0,1,0
08/04/2020,04/26/2020,4372,989,299,94
08/04/2020,03/25/2020,7615,4976,1583,527
08/04/2020,05/21/2020,19697,1263,81,15
08/04/2020,07/29/2020,9419,107,13,1
08/04/2020,03/09/2020,398,75,33,15
08/04/2020,06/19/2020,16245,303,20,1
08/04/2020,04/27/2020,10301,2287,421,113
08/04/2020,07/13/2020,21343,386,32,2
08/04/2020,07/20/2020,15628,260,26,1
08/04/2020,06/03/2020,15089,525,54,14
08/04/2020,06/22/2020,19101,343,36,2
08/04/2020,06/25/2020,17434,242,27,1
08/04/2020,04/18/2020,6565,2197,598,187
08/04/2020,02/04/2020,1,0,0,0
08/04/2020,05/23/2020,9626,532,48,10
08/04/2020,08/03/2020,71,1,0,0
08/04/2020,05/10/2020,4428,452,96,25
08/04/2020,06/05/2020,14524,376,52,7
08/04/2020,03/08/2020,108,27,22,4
08/04/2020,07/01/2020,19317,352,27,3
08/04/2020,04/25/2020,6149,1597,323,83
08/04/2020,06/02/2020,15685,539,51,8
08/04/2020,05/22/2020,19688,1225,82,13
08/04/2020,02/05/2020,1,0,1,0
08/04/2020,03/16/2020,4951,2265,514,128
08/04/2020,05/29/2020,14938,549,53,9
08/04/2020,06/20/2020,10243,167,12,2
08/04/2020,06/28/2020,9623,190,23,2
08/04/2020,05/09/2020,5336,637,113,28
08/04/2020,04/10/2020,7828,4462,1358,518
08/04/2020,05/24/2020,9701,502,68,7
08/04/2020,06/23/2020,19022,338,20,1
08/04/2020,07/30/2020,8795,99,15,0
08/04/2020,04/06/2020,10954,6385,1979,789
08/04/2020,07/07/2020,19976,390,39,5
08/04/2020,05/07/2020,11239,1288,169,46
08/04/2020,06/09/2020,16450,370,32,4
08/04/2020,04/12/2020,5756,2861,976,390
08/04/2020,07/28/2020,9895,144,24,0
08/04/2020,03/10/2020,457,89,40,10
08/04/2020,03/03/2020,13,2,7,0
08/04/2020,07/04/2020,5318,102,13,2
08/04/2020,03/04/2020,32,6,16,2
08/04/2020,04/13/2020,6727,3292,1212,437
08/04/2020,03/24/2020,7207,4624,1465,516
08/04/2020,04/04/2020,6259,3850,1440,550
08/04/2020,02/29/2020,2,1,0,0
08/04/2020,03/21/2020,4765,2722,834,267
08/04/2020,05/30/2020,8367,329,36,2
08/04/2020,03/05/2020,63,5,25,1
08/04/2020,03/29/2020,4908,3569,1501,514
08/04/2020,05/03/2020,4603,777,161,38
08/04/2020,07/15/2020,19308,323,20,1
08/04/2020,06/13/2020,9138,181,26,0
08/04/2020,07/03/2020,11676,208,24,1
08/04/2020,04/17/2020,10201,3563,824,282
08/04/2020,05/11/2020,13575,1256,152,35
08/04/2020,03/17/2020,5529,2597,572,158
08/04/2020,07/31/2020,7833,69,11,0
08/04/2020,02/02/2020,2,0,2,0
08/04/2020,05/26/2020,21109,1035,75,18
08/04/2020,06/11/2020,13434,288,42,5
08/04/2020,06/16/2020,18460,367,52,5
08/04/2020,05/19/2020,16401,1067,103,26
08/04/2020,07/02/2020,19194,355,23,1
08/04/2020,05/25/2020,9339,471,64,13
08/04/2020,05/12/2020,15038,1305,133,28
08/04/2020,05/27/2020,16327,712,65,13
08/04/2020,08/01/2020,3447,34,8,0
08/04/2020,06/14/2020,7681,146,24,0
08/04/2020,06/01/2020,16859,607,54,6
08/04/2020,07/05/2020,8142,126,15,1
08/04/2020,04/23/2020,10005,2819,492,153
08/04/2020,05/28/2020,15408,578,66,5
08/04/2020,07/12/2020,8387,192,14,2
08/04/2020,03/23/2020,5651,3684,1243,386
08/04/2020,05/15/2020,11773,905,119,26
08/04/2020,06/12/2020,15592,342,51,9
08/04/2020,02/08/2020,1,0,1,0
08/04/2020,07/08/2020,19750,362,25,4
08/04/2020,07/09/2020,17865,324,31,4
08/04/2020,04/22/2020,11368,3467,580,181
08/04/2020,06/30/2020,20545,395,36,6
08/04/2020,04/29/2020,11845,2337,340,92
08/04/2020,07/26/2020,4094,71,14,0
08/04/2020,07/06/2020,20641,391,46,3
08/04/2020,05/04/2020,11057,1563,194,65
08/04/2020,03/27/2020,7452,5171,1759,632
08/04/2020,07/27/2020,11506,143,9,0
08/04/2020,06/29/2020,21870,403,29,6
08/04/2020,07/23/2020,10361,150,13,0
08/04/2020,03/22/2020,4413,2684,944,287
08/04/2020,03/30/2020,8561,6114,2008,762
08/04/2020,05/14/2020,14229,1176,108,32
08/04/2020,03/18/2020,6313,3199,736,200
08/04/2020,06/26/2020,18020,259,27,1
08/04/2020,05/01/2020,10256,1902,289,76
08/06/2020,06/15/2020,18706,299,45,2
08/05/2020,06/29/2020,21870,403,29,6
08/06/2020,06/18/2020,17688,317,27,2
08/05/2020,04/06/2020,10954,6385,1979,790
08/06/2020,07/18/2020,9254,175,19,3
08/06/2020,06/13/2020,9139,184,26,1
08/06/2020,06/11/2020,13433,288,42,5
08/05/2020,05/14/2020,14229,1176,108,32
08/06/2020,04/28/2020,11937,2719,368,108
08/05/2020,08/02/2020,3018,54,8,0
08/06/2020,03/23/2020,5651,3685,1243,386
08/06/2020,07/27/2020,12151,151,13,0
08/06/2020,04/13/2020,6727,3292,1212,437
08/06/2020,06/29/2020,21869,403,29,6
08/05/2020,05/29/2020,14938,550,53,9
08/06/2020,08/05/2020,104,2,0,0
08/05/2020,03/02/2020,4,0,3,0
08/05/2020,06/06/2020,8640,237,29,5
08/06/2020,05/21/2020,19698,1269,81,15
08/06/2020,06/23/2020,19019,337,20,1
08/05/2020,06/18/2020,17688,316,27,2
08/05/2020,08/01/2020,4356,80,9,0
08/05/2020,06/02/2020,15687,542,51,8
08/06/2020,03/15/2020,2360,1113,313,95
08/06/2020,03/17/2020,5529,2597,572,158
08/05/2020,04/26/2020,4372,989,299,94
08/06/2020,04/25/2020,6149,1598,323,83
08/05/2020,05/04/2020,11057,1564,194,66
08/05/2020,07/17/2020,17819,341,33,5
08/06/2020,06/08/2020,17832,390,34,2
08/06/2020,05/08/2020,10320,1107,159,29
08/05/2020,05/28/2020,15408,579,66,5
08/05/2020,03/29/2020,4908,3569,1501,514
08/06/2020,07/17/2020,17891,341,33,5
08/06/2020,05/07/2020,11239,1288,169,46
08/05/2020,05/05/2020,11258,1544,189,55
08/05/2020,05/12/2020,15038,1306,133,28
08/05/2020,02/08/2020,1,0,1,0
08/06/2020,07/22/2020,13445,197,18,1
08/06/2020,04/07/2020,10583,6010,1794,720
08/06/2020,06/01/2020,16860,614,56,6
08/06/2020,02/04/2020,1,0,0,0
08/06/2020,05/03/2020,4603,778,161,38
08/05/2020,07/18/2020,9241,174,19,3
08/06/2020,05/22/2020,19687,1230,82,13
08/05/2020,03/13/2020,2162,691,213,54
08/06/2020,05/30/2020,8368,330,36,2
08/06/2020,06/12/2020,15591,342,51,9
08/06/2020,06/02/2020,15683,540,51,8
08/05/2020,06/26/2020,18020,260,27,1
08/05/2020,04/18/2020,6565,2198,598,187
08/06/2020,07/14/2020,19038,335,27,1
08/06/2020,04/02/2020,9396,5809,1901,708
08/05/2020,06/28/2020,9624,191,23,2
08/05/2020,05/10/2020,4428,452,96,26
08/06/2020,06/05/2020,14525,378,52,7
08/06/2020,04/08/2020,10204,5582,1745,701
08/05/2020,03/21/2020,4765,2723,834,267
08/06/2020,03/03/2020,13,2,7,0
08/05/2020,03/11/2020,797,190,73,27
08/05/2020,05/18/2020,16432,949,79,17
08/05/2020,06/30/2020,20546,398,37,7
08/05/2020,06/11/2020,13434,289,42,5
08/05/2020,04/24/2020,9584,2525,511,166
08/05/2020,07/01/2020,19317,357,27,3
08/06/2020,03/31/2020,7958,5519,1912,777
08/06/2020,04/15/2020,9885,3874,989,346
08/06/2020,05/14/2020,14230,1178,108,32
08/06/2020,07/07/2020,19979,396,39,5
08/05/2020,05/01/2020,10256,1903,289,76
08/05/2020,03/20/2020,7804,4195,995,278
08/06/2020,06/17/2020,17796,311,30,6
08/06/2020,04/21/2020,9759,3069,626,226
08/05/2020,07/05/2020,8142,126,15,1
08/05/2020,04/23/2020,10005,2819,492,153
08/06/2020,05/23/2020,9627,532,48,10
08/05/2020,07/07/2020,19978,394,39,5
08/06/2020,03/27/2020,7452,5171,1759,632
08/06/2020,03/24/2020,7207,4626,1465,516
08/06/2020,07/23/2020,11351,168,14,0
08/05/2020,05/15/2020,11773,905,120,26
08/05/2020,07/19/2020,7124,141,25,3
08/06/2020,04/20/2020,11446,3789,710,233
08/06/2020,05/31/2020,6756,217,37,7
08/05/2020,05/19/2020,16401,1067,103,26
08/05/2020,07/06/2020,20642,397,46,3
08/06/2020,03/30/2020,8561,6114,2009,762
08/05/2020,04/05/2020,6346,3791,1420,543
08/05/2020,07/09/2020,17863,325,31,4
08/06/2020,03/22/2020,4413,2684,944,287
08/06/2020,07/15/2020,19481,329,20,1
08/05/2020,05/30/2020,8368,330,36,2
08/06/2020,05/10/2020,4428,452,96,26
08/05/2020,06/01/2020,16860,613,55,6
08/05/2020,03/24/2020,7207,4625,1465,516
08/06/2020,07/24/2020,11364,172,26,0
08/05/2020,07/20/2020,17620,294,27,1
08/06/2020,07/20/2020,18568,302,27,1
08/05/2020,04/19/2020,6729,2334,555,174
08/06/2020,07/04/2020,5319,102,13,2
08/06/2020,05/15/2020,11773,907,120,26
08/05/2020,06/24/2020,17703,309,21,5
08/06/2020,04/05/2020,6346,3791,1420,543
08/06/2020,03/21/2020,4765,2723,834,267
08/05/2020,02/05/2020,1,0,1,0
08/06/2020,04/18/2020,6565,2198,598,187
08/06/2020,03/25/2020,7615,4976,1583,528
08/05/2020,07/10/2020,15011,260,19,1
08/05/2020,05/20/2020,19653,1212,83,17
08/05/2020,07/15/2020,19465,330,20,1
08/05/2020,07/14/2020,19028,334,27,1
08/05/2020,08/04/2020,123,1,0,0
08/05/2020,03/28/2020,4746,3509,1456,555
08/06/2020,03/29/2020,4908,3569,1501,514
08/06/2020,08/02/2020,3930,63,9,0
08/05/2020,07/31/2020,9762,104,13,0
08/05/2020,03/08/2020,108,27,22,4
08/06/2020,05/11/2020,13575,1259,153,35
08/06/2020,05/09/2020,5336,636,112,28
08/05/2020,06/12/2020,15592,342,51,9
08/06/2020,03/02/2020,4,0,3,0
08/06/2020,02/02/2020,2,0,2,0
08/06/2020,04/12/2020,5756,2861,976,390
08/05/2020,05/08/2020,10321,1107,159,29
08/06/2020,03/11/2020,797,192,73,27
08/06/2020,06/22/2020,19101,349,36,2
08/06/2020,04/11/2020,6937,3679,1102,395
08/05/2020,07/23/2020,10570,163,13,0
08/06/2020,03/16/2020,4951,2265,514,128
08/05/2020,04/16/2020,9552,3540,857,291
08/05/2020,03/16/2020,4951,2265,514,128
08/05/2020,06/23/2020,19022,339,20,1
08/06/2020,06/06/2020,8640,239,29,5
08/05/2020,07/11/2020,9839,227,26,1
08/05/2020,04/01/2020,8472,5501,1741,740
08/05/2020,03/09/2020,398,75,33,15
08/05/2020,08/03/2020,3187,49,1,0
08/05/2020,04/25/2020,6149,1597,323,83
08/06/2020,02/08/2020,1,0,1,0
08/06/2020,03/05/2020,63,5,25,1
08/06/2020,07/29/2020,10570,137,15,1
08/06/2020,07/01/2020,19353,357,27,3
08/05/2020,06/19/2020,16251,305,20,2
08/06/2020,03/13/2020,2162,691,213,54
08/06/2020,04/10/2020,7828,4463,1358,518
08/06/2020,07/05/2020,8143,128,15,1
08/06/2020,05/01/2020,10256,1903,289,76
08/06/2020,03/07/2020,62,11,12,3
08/06/2020,06/30/2020,20608,398,37,7
08/06/2020,03/04/2020,32,6,16,2
08/06/2020,05/19/2020,16401,1068,103,26
08/05/2020,06/09/2020,16450,370,32,4
08/05/2020,05/17/2020,6041,340,57,8
08/05/2020,05/11/2020,13575,1258,153,35
08/06/2020,05/24/2020,9700,503,68,7
08/06/2020,07/31/2020,10407,117,13,0
08/05/2020,07/13/2020,21348,388,32,2
08/05/2020,03/22/2020,4413,2684,944,287
08/06/2020,07/10/2020,15011,260,19,1
08/06/2020,06/27/2020,10727,203,30,2
08/05/2020,07/24/2020,10255,165,25,0
08/06/2020,03/10/2020,457,89,40,10
08/05/2020,04/08/2020,10204,5582,1745,701
08/06/2020,07/21/2020,16260,224,13,1
08/06/2020,05/12/2020,15038,1306,133,28
08/06/2020,02/05/2020,1,0,1,0
08/06/2020,04/16/2020,9552,3540,857,291
08/06/2020,05/13/2020,15216,1401,126,36
08/05/2020,03/30/2020,8561,6114,2008,762
08/06/2020,04/06/2020,10954,6385,1979,790
08/06/2020,04/30/2020,10715,2057,290,98
08/06/2020,03/28/2020,4746,3509,1456,555
08/05/2020,04/15/2020,9884,3873,989,346
08/05/2020,03/31/2020,7958,5519,1912,776
08/06/2020,07/28/2020,10587,166,27,0
08/05/2020,03/19/2020,7750,3941,916,260
08/05/2020,03/25/2020,7615,4976,1583,528
08/05/2020,05/03/2020,4603,777,161,38
08/05/2020,06/03/2020,15090,526,54,14
08/05/2020,07/08/2020,19750,361,25,4
08/06/2020,05/04/2020,11057,1564,194,66
08/05/2020,05/23/2020,9627,532,48,10
08/05/2020,03/23/2020,5651,3684,1243,386
08/05/2020,06/08/2020,17834,391,34,2
08/06/2020,06/28/2020,9624,191,23,2
08/06/2020,07/02/2020,19193,359,23,1
08/05/2020,07/28/2020,10464,160,27,0
08/06/2020,04/17/2020,10201,3566,824,282
08/05/2020,03/27/2020,7452,5171,1759,632
08/05/2020,02/29/2020,2,1,0,0
08/05/2020,04/22/2020,11368,3467,580,181
08/06/2020,05/27/2020,16325,715,65,13
08/06/2020,02/26/2020,1,0,1,0
08/06/2020,06/21/2020,7691,158,34,3
08/05/2020,03/01/2020,1,0,0,0
08/06/2020,05/17/2020,6041,340,57,8
08/06/2020,03/14/2020,1706,697,237,66
08/06/2020,07/03/2020,11677,209,24,1
08/05/2020,05/22/2020,19688,1228,82,13
08/05/2020,06/04/2020,14751,467,48,5
08/05/2020,03/12/2020,1569,405,103,33
08/06/2020,07/12/2020,8392,194,14,2
08/06/2020,06/07/2020,7119,190,33,2
08/06/2020,05/25/2020,9339,471,64,13
08/05/2020,03/26/2020,7320,5128,1755,620
08/06/2020,06/09/2020,16448,368,32,4
08/05/2020,02/04/2020,1,0,0,0
08/06/2020,06/24/2020,17702,311,21,5
08/05/2020,04/29/2020,11845,2337,340,92
08/06/2020,07/26/2020,4143,72,14,0
08/05/2020,06/16/2020,18476,370,52,5
08/06/2020,06/25/2020,17435,245,27,1
08/06/2020,04/27/2020,10301,2288,421,113
08/05/2020,05/16/2020,6675,449,63,5
08/06/2020,03/18/2020,6313,3201,736,200
08/05/2020,03/17/2020,5529,2597,572,158
08/05/2020,06/17/2020,17794,307,30,6
08/06/2020,04/23/2020,10005,2819,492,153
08/06/2020,03/08/2020,108,27,22,4
08/06/2020,03/01/2020,1,0,0,0
08/05/2020,06/13/2020,9138,183,26,1
08/06/2020,04/09/2020,9246,5060,1501,580
08/05/2020,07/22/2020,12356,194,18,1
08/06/2020,07/16/2020,18329,336,22,1
08/06/2020,04/01/2020,8472,5501,1741,740
08/05/2020,06/07/2020,7118,189,33,2
08/06/2020,05/20/2020,19654,1214,83,17
08/05/2020,06/10/2020,15097,322,32,5
08/06/2020,04/19/2020,6728,2333,555,174
08/05/2020,07/02/2020,19194,358,23,1
08/06/2020,05/28/2020,15409,581,66,5
08/06/2020,06/20/2020,10246,168,12,2
08/05/2020,04/11/2020,6937,3679,1102,395
08/05/2020,04/07/2020,10583,6010,1794,720
08/05/2020,03/04/2020,32,6,16,2
08/06/2020,06/03/2020,15090,527,54,14
08/05/2020,03/14/2020,1706,696,237,66
08/05/2020,07/16/2020,18204,333,22,1
08/06/2020,03/12/2020,1569,405,103,33
08/05/2020,05/25/2020,9339,471,64,13
08/06/2020,04/04/2020,6259,3851,1440,550
08/05/2020,06/25/2020,17434,242,27,1
08/05/2020,03/18/2020,6313,3200,736,200
08/05/2020,03/06/2020,82,14,14,2
08/06/2020,03/06/2020,82,14,14,2
08/06/2020,04/22/2020,11368,3466,580,181
08/06/2020,05/26/2020,21107,1038,75,19
08/05/2020,03/15/2020,2360,1113,313,95
08/05/2020,05/24/2020,9700,502,68,7
08/05/2020,04/21/2020,9759,3068,626,225
08/05/2020,06/20/2020,10243,167,12,2
08/05/2020,04/14/2020,9424,4158,1170,387
08/06/2020,06/16/2020,18475,370,52,5
08/06/2020,05/02/2020,5881,1071,192,49
08/05/2020,02/02/2020,2,0,2,0
08/05/2020,05/31/2020,6754,216,37,7
08/05/2020,04/27/2020,10301,2288,421,113
08/06/2020,05/29/2020,14936,550,53,9
08/05/2020,07/03/2020,11677,208,24,1
08/06/2020,07/09/2020,17864,328,31,4
08/06/2020,03/26/2020,7320,5128,1755,620
08/05/2020,07/21/2020,14993,218,13,1
08/06/2020,07/06/2020,20643,397,46,3
08/05/2020,04/02/2020,9396,5809,1900,708
08/06/2020,04/29/2020,11845,2338,340,92
08/05/2020,05/27/2020,16327,715,65,13
08/06/2020,06/19/2020,16253,307,20,2
08/06/2020,05/05/2020,11258,1544,189,56
08/05/2020,07/25/2020,5345,84,17,2
08/05/2020,04/20/2020,11446,3788,709,231
08/05/2020,03/03/2020,13,2,7,0
08/05/2020,04/30/2020,10715,2058,290,98
08/06/2020,04/14/2020,9425,4160,1170,387
08/06/2020,07/30/2020,10476,133,16,0
08/05/2020,04/04/2020,6259,3850,1440,550
08/06/2020,07/08/2020,19748,362,25,4
08/05/2020,04/13/2020,6727,3292,1212,437
08/05/2020,04/28/2020,11937,2719,368,108
08/05/2020,04/17/2020,10201,3564,824,282
08/06/2020,07/11/2020,9839,226,26,1
08/06/2020,06/14/2020,7681,146,24,0
08/05/2020,05/07/2020,11239,1288,169,46
08/05/2020,06/21/2020,7691,157,34,3
08/06/2020,07/25/2020,5485,86,17,2
08/05/2020,04/10/2020,7828,4463,1358,518
08/06/2020,07/13/2020,21354,392,32,2
08/05/2020,05/06/2020,11681,1428,172,55
08/05/2020,05/21/2020,19697,1264,81,15
08/06/2020,06/26/2020,18019,260,27,1
08/05/2020,07/04/2020,5318,102,13,2
08/06/2020,04/26/2020,4372,990,299,94
08/06/2020,06/04/2020,14753,469,48,5
08/05/2020,04/03/2020,9571,5731,1882,733
08/05/2020,06/14/2020,7681,146,24,0
08/05/2020,02/26/2020,1,0,1,0
08/05/2020,05/13/2020,15216,1400,126,36
08/06/2020,08/01/2020,4831,90,8,0
08/06/2020,06/10/2020,15097,322,32,5
08/05/2020,05/26/2020,21108,1035,75,19
08/06/2020,03/20/2020,7804,4195,995,278
08/05/2020,04/12/2020,5756,2861,976,390
08/06/2020,04/24/2020,9584,2525,512,166
08/06/2020,03/19/2020,7750,3941,916,260
08/06/2020,05/06/2020,11681,1427,172,55
08/05/2020,06/27/2020,10726,201,30,2
08/05/2020,06/22/2020,19101,346,36,2
08/06/2020,08/04/2020,2699,26,2,0
08/06/2020,03/09/2020,398,75,33,15
08/06/2020,08/03/2020,8063,112,11,0
08/06/2020,05/18/2020,16434,952,79,17
08/05/2020,06/05/2020,14524,378,52,7
08/05/2020,06/15/2020,18703,298,44,2
08/05/2020,07/29/2020,10374,128,15,1
08/06/2020,02/29/2020,2,1,0,0
08/05/2020,03/10/2020,457,89,40,10
08/05/2020,07/26/2020,4133,72,14,0
08/05/2020,03/05/2020,63,5,25,1
08/05/2020,05/02/2020,5881,1071,192,49
08/05/2020,07/12/2020,8389,193,14,2
08/06/2020,05/16/2020,6674,449,63,5
08/05/2020,04/09/2020,9246,5060,1501,580
08/05/2020,07/30/2020,10126,128,16,0
08/06/2020,07/19/2020,7187,145,25,3
08/05/2020,07/27/2020,12044,150,13,0
08/06/2020,04/03/2020,9571,5731,1882,733
08/05/2020,03/07/2020,62,11,12,3
08/05/2020,05/09/2020,5336,636,112,28
08/07/2020,03/04/2020,32,6,16,2
08/07/2020,04/18/2020,6565,2198,598,187
08/07/2020,05/15/2020,11773,907,120,26
08/07/2020,04/29/2020,11846,2338,340,92
08/07/2020,07/08/2020,19750,361,25,4
08/07/2020,06/10/2020,15097,322,32,5
08/07/2020,05/27/2020,16324,716,65,13
08/07/2020,03/17/2020,5529,2597,572,158
08/07/2020,03/11/2020,796,192,73,27
08/07/2020,06/14/2020,7682,146,24,0
08/07/2020,06/28/2020,9624,191,23,2
08/07/2020,07/21/2020,16436,235,13,1
08/07/2020,07/16/2020,18341,336,22,1
08/07/2020,08/05/2020,2391,31,1,0
08/07/2020,02/05/2020,1,0,1,0
08/07/2020,07/17/2020,17901,339,33,5
08/07/2020,05/21/2020,19698,1269,81,15
08/07/2020,06/11/2020,13433,289,42,5
08/07/2020,03/12/2020,1569,405,103,33
08/07/2020,05/28/2020,15408,582,66,5
08/07/2020,07/15/2020,19487,333,20,1
08/07/2020,05/31/2020,6755,217,37,7
08/07/2020,02/29/2020,2,1,0,0
08/07/2020,05/12/2020,15039,1306,133,28
08/07/2020,04/05/2020,6346,3791,1420,543
08/07/2020,07/28/2020,10698,170,27,0
08/07/2020,04/17/2020,10201,3566,824,282
08/07/2020,05/06/2020,11681,1428,173,55
08/07/2020,06/05/2020,14525,383,53,7
08/07/2020,02/26/2020,1,0,1,0
08/07/2020,03/08/2020,109,27,22,4
08/07/2020,06/07/2020,7119,190,33,2
08/07/2020,04/25/2020,6149,1599,323,83
08/07/2020,05/30/2020,8367,330,36,2
08/07/2020,04/26/2020,4372,990,300,94
08/07/2020,06/24/2020,17703,313,21,5
08/07/2020,05/04/2020,11057,1564,194,67
08/07/2020,03/31/2020,7959,5520,1912,777
08/07/2020,07/26/2020,4170,76,15,0
08/07/2020,07/01/2020,19357,359,27,3
08/07/2020,06/19/2020,16253,307,20,2
08/07/2020,07/02/2020,19194,360,23,1
08/07/2020,06/13/2020,9139,184,26,1
08/07/2020,04/23/2020,10005,2820,492,154
08/07/2020,03/03/2020,13,2,7,0
08/07/2020,03/22/2020,4413,2684,944,287
08/07/2020,03/01/2020,1,0,0,0
08/07/2020,05/16/2020,6674,450,63,5
08/07/2020,07/22/2020,13649,207,18,1
08/07/2020,04/13/2020,6727,3292,1212,437
08/07/2020,07/06/2020,20643,399,46,3
08/07/2020,07/11/2020,9837,227,26,1
08/07/2020,04/28/2020,11937,2719,368,108
08/07/2020,04/10/2020,7828,4463,1358,519
08/07/2020,06/17/2020,17795,309,30,6
08/07/2020,07/30/2020,10776,148,17,0
08/07/2020,07/10/2020,15012,259,19,1
08/07/2020,05/03/2020,4603,778,161,38
08/07/2020,04/08/2020,10204,5583,1745,702
08/07/2020,07/29/2020,10720,146,15,1
08/07/2020,07/14/2020,19038,335,27,1
08/07/2020,04/27/2020,10301,2288,421,113
08/07/2020,06/03/2020,15091,529,54,14
08/07/2020,05/22/2020,19688,1233,82,13
08/07/2020,04/20/2020,11446,3789,711,233
08/07/2020,05/13/2020,15216,1401,126,36
08/07/2020,03/06/2020,82,14,14,2
08/07/2020,05/23/2020,9627,532,48,10
08/07/2020,03/23/2020,5651,3685,1243,386
08/07/2020,03/20/2020,7805,4196,995,278
08/07/2020,03/30/2020,8563,6114,2009,763
08/07/2020,03/21/2020,4765,2723,834,267
08/07/2020,05/14/2020,14230,1178,108,32
08/07/2020,06/18/2020,17690,317,27,2
08/07/2020,05/20/2020,19655,1217,83,17
08/07/2020,03/26/2020,7320,5128,1755,620
08/07/2020,04/06/2020,10954,6386,1979,790
08/07/2020,02/02/2020,2,0,2,0
08/07/2020,05/17/2020,6041,341,57,8
08/07/2020,07/31/2020,11059,141,13,0
08/07/2020,07/12/2020,8392,194,14,2
08/07/2020,07/03/2020,11678,209,24,1
