extract_date,specimen_date,Number_tested,Number_confirmed,Number_hospitalized,Number_deaths
03/12/2021,01/21/2020,5,1,0,0
03/12/2021,05/16/2020,6675,779,116,21
03/11/2021,02/13/2020,1,0,0,0
03/11/2021,11/01/2020,9983,718,50,8
03/11/2021,01/14/2020,2,1,0,0
03/11/2021,04/27/2020,10299,2791,464,148
03/11/2021,05/13/2020,15226,2212,245,92
03/11/2021,03/27/2020,7462,5372,1731,691
03/11/2021,03/31/2020,7968,5698,1888,839
03/11/2021,05/09/2020,5343,941,169,44
03/12/2021,10/23/2020,16826,1187,97,20
03/12/2021,11/03/2020,14732,1222,109,17
03/11/2021,05/03/2020,4608,1023,208,57
03/11/2021,09/25/2020,15190,984,88,19
03/11/2021,09/19/2020,6958,419,47,7
03/12/2021,06/23/2020,19140,1280,119,20
03/11/2021,12/09/2020,19747,2450,205,40
03/11/2021,01/07/2021,22592,3237,249,43
03/12/2021,02/07/2021,5301,908,165,27
03/12/2021,09/05/2020,9061,592,74,14
03/11/2021,02/04/2020,2,1,0,0
03/12/2021,03/05/2020,63,9,5,2
03/12/2021,01/19/2021,21641,2873,251,36
03/12/2021,11/09/2020,19558,1815,134,24
03/11/2021,05/11/2020,13585,1956,255,75
03/12/2021,07/11/2020,9863,748,90,15
03/11/2021,05/24/2020,9692,990,115,16
03/11/2021,03/05/2021,12981,1265,77,2
03/12/2021,09/17/2020,16216,1085,93,22
03/11/2021,04/23/2020,10014,3259,523,203
03/12/2021,02/19/2020,1,0,0,0
03/11/2021,03/05/2020,63,9,5,2
03/12/2021,01/21/2021,19766,2681,211,33
03/11/2021,01/22/2020,4,1,0,0
03/11/2021,12/05/2020,11389,1581,144,27
03/11/2021,12/10/2020,19567,2439,216,42
03/11/2021,11/09/2020,19558,1798,134,24
03/12/2021,01/29/2021,16011,2001,219,47
03/12/2021,08/12/2020,15888,1110,83,13
03/11/2021,06/22/2020,19149,1357,154,22
03/12/2021,03/25/2020,7647,5193,1549,582
03/12/2021,11/10/2020,19650,1808,133,28
03/12/2021,10/24/2020,7525,625,71,11
03/11/2021,12/31/2020,13826,2122,192,39
03/12/2021,10/17/2020,7794,610,75,16
03/11/2021,06/20/2020,10244,682,69,14
03/12/2021,03/11/2020,801,237,75,33
03/12/2021,02/20/2021,7950,1189,143,13
03/11/2021,07/09/2020,17991,1270,129,23
03/12/2021,04/15/2020,9894,4272,997,381
03/12/2021,11/24/2020,21838,2144,145,27
03/11/2021,12/06/2020,9790,1340,113,20
03/12/2021,03/09/2021,9811,786,13,0
03/11/2021,12/19/2020,12527,1863,174,26
03/11/2021,01/30/2021,9495,1508,154,24
03/12/2021,02/10/2021,15862,1924,160,17
03/12/2021,02/13/2020,1,0,0,0
03/12/2021,04/30/2020,10720,2623,334,142
03/11/2021,12/17/2020,10414,1337,137,27
03/12/2021,07/02/2020,19269,1386,126,23
03/11/2021,01/16/2020,1,0,0,0
03/11/2021,10/04/2020,8009,571,55,5
03/11/2021,01/17/2020,1,0,0,0
03/12/2021,06/07/2020,7115,575,104,15
03/12/2021,02/18/2020,1,1,0,0
03/12/2021,02/11/2021,14128,1686,168,19
03/11/2021,10/26/2020,17783,1309,103,14
03/12/2021,04/18/2020,6571,2474,610,213
03/12/2021,02/26/2021,15000,1559,142,8
03/11/2021,03/10/2020,467,112,43,13
03/12/2021,10/06/2020,19886,1342,108,13
03/12/2021,06/18/2020,17785,1177,139,18
03/11/2021,08/21/2020,17480,1087,112,15
03/12/2021,07/03/2020,11715,802,87,11
03/12/2021,01/13/2020,4,0,0,0
03/11/2021,10/29/2020,14626,1056,75,21
03/11/2021,12/15/2020,21531,2748,203,49
03/12/2021,05/28/2020,15615,1371,173,41
03/12/2021,06/22/2020,19149,1362,156,23
03/12/2021,07/22/2020,16124,1128,131,19
03/11/2021,10/12/2020,15155,1094,101,17
03/12/2021,09/29/2020,16055,1310,116,15
03/12/2021,09/26/2020,9059,606,55,11
03/12/2021,12/23/2020,19376,2584,206,43
03/12/2021,04/08/2020,10219,5912,1727,785
03/12/2021,03/04/2021,12883,1290,95,2
03/11/2021,07/22/2020,16124,1124,130,18
03/12/2021,07/30/2020,15538,1026,109,13
03/11/2021,02/24/2020,1,1,0,0
03/11/2021,01/15/2020,2,0,0,0
03/11/2021,01/28/2020,2,1,0,0
03/12/2021,03/01/2020,4,1,0,0
03/12/2021,01/29/2020,1,0,0,0
03/11/2021,10/24/2020,7525,623,69,11
03/11/2021,12/20/2020,10907,1639,132,37
03/11/2021,11/03/2020,14732,1218,108,16
03/12/2021,05/04/2020,11063,2156,310,119
03/12/2021,08/23/2020,7121,477,47,9
03/12/2021,05/06/2020,11679,2047,306,113
03/11/2021,02/17/2021,12960,1619,182,21
03/11/2021,12/08/2020,21945,2599,208,36
03/11/2021,04/28/2020,11949,3306,427,171
03/12/2021,07/01/2020,19435,1408,134,22
03/12/2021,11/19/2020,21381,1933,133,20
03/11/2021,04/04/2020,6279,4038,1414,592
03/11/2021,10/11/2020,6705,539,68,11
03/11/2021,03/02/2021,13319,1317,113,4
03/11/2021,01/30/2020,1,0,0,0
03/12/2021,01/18/2021,15460,2592,224,46
03/11/2021,07/16/2020,18560,1296,103,20
03/11/2021,10/16/2020,15889,1083,86,11
03/11/2021,06/28/2020,9634,666,66,10
03/12/2021,03/19/2020,7754,4182,889,286
03/12/2021,05/08/2020,10327,1635,261,79
03/11/2021,07/17/2020,18060,1358,145,29
03/12/2021,07/17/2020,18060,1363,146,29
03/11/2021,03/07/2021,6038,717,49,0
03/12/2021,07/27/2020,17489,1162,109,21
03/11/2021,07/11/2020,9863,743,89,15
03/11/2021,01/24/2021,8846,1517,165,22
03/12/2021,12/11/2020,19117,2395,199,38
03/12/2021,08/31/2020,21805,1398,118,11
03/11/2021,05/06/2020,11679,2044,306,113
03/11/2021,11/17/2020,22207,2002,157,27
03/12/2021,09/10/2020,15577,1049,99,15
03/11/2021,11/22/2020,13089,1198,96,12
03/11/2021,04/11/2020,6951,3891,1096,430
03/11/2021,01/29/2020,1,0,0,0
03/12/2021,03/31/2020,7968,5701,1888,839
03/12/2021,01/13/2021,21378,3029,254,48
03/12/2021,10/19/2020,19054,1234,102,16
03/12/2021,02/02/2020,3,0,0,0
03/11/2021,10/31/2020,7214,592,70,12
03/11/2021,08/04/2020,11361,793,96,17
03/11/2021,06/14/2020,7688,499,62,5
03/12/2021,10/31/2020,7214,594,71,12
03/12/2021,08/22/2020,8089,538,48,7
03/12/2021,07/14/2020,19178,1463,121,18
03/11/2021,10/08/2020,17205,1162,98,17
03/11/2021,03/01/2021,14796,1592,128,6
03/11/2021,09/27/2020,6683,521,52,7
03/11/2021,11/24/2020,21838,2139,145,27
03/12/2021,04/14/2020,9440,4520,1155,442
03/12/2021,05/10/2020,4433,706,150,52
03/12/2021,11/25/2020,19756,2250,162,28
03/12/2021,11/26/2020,4210,621,94,23
03/11/2021,09/24/2020,14782,1054,97,24
03/11/2021,08/31/2020,21805,1398,117,12
03/12/2021,11/04/2020,17963,1446,88,13
03/12/2021,03/02/2020,4,0,0,0
03/12/2021,05/26/2020,21322,2291,198,55
03/11/2021,01/12/2020,2,0,0,0
03/11/2021,01/26/2020,1,0,0,0
03/11/2021,02/11/2020,2,0,0,0
03/11/2021,07/28/2020,15337,1114,118,17
03/12/2021,11/29/2020,9663,1325,128,24
03/12/2021,09/15/2020,18055,1129,103,16
03/12/2021,01/30/2020,1,0,0,0
03/11/2021,12/14/2020,22141,2674,225,39
03/12/2021,05/13/2020,15226,2217,247,93
03/12/2021,10/08/2020,17204,1169,100,17
03/12/2021,08/27/2020,15562,1038,85,18
03/12/2021,08/05/2020,15610,1038,101,11
03/12/2021,09/24/2020,14782,1059,97,25
03/11/2021,02/01/2021,3590,489,119,23
03/12/2021,11/06/2020,16263,1385,102,24
03/11/2021,07/20/2020,18790,1377,144,30
03/11/2021,02/28/2021,6590,897,103,3
03/11/2021,02/02/2020,3,0,0,0
03/11/2021,01/25/2020,4,1,0,0
03/11/2021,04/08/2020,10219,5908,1727,785
03/12/2021,08/06/2020,15720,1060,98,16
03/11/2021,07/27/2020,17489,1160,109,21
03/12/2021,07/25/2020,8157,553,72,15
03/11/2021,09/01/2020,19262,1295,84,11
03/11/2021,09/11/2020,16891,1042,81,13
03/12/2021,01/26/2021,18311,2569,196,32
03/11/2021,08/11/2020,16397,1024,85,7
03/11/2021,03/08/2021,10463,850,5,0
03/12/2021,12/17/2020,10420,1338,136,27
03/11/2021,09/15/2020,18055,1126,104,16
03/11/2021,03/03/2020,14,4,1,0
03/12/2021,01/15/2020,2,0,0,0
03/11/2021,03/23/2020,5670,3847,1227,425
03/12/2021,08/02/2020,6577,469,67,13
03/12/2021,04/13/2020,6741,3547,1225,473
03/12/2021,02/13/2021,8101,1203,157,21
03/11/2021,01/02/2020,9,2,1,0
03/12/2021,01/28/2021,18154,2489,221,49
03/12/2021,05/17/2020,6043,649,108,23
03/12/2021,11/16/2020,22033,2072,152,22
03/11/2021,01/11/2021,23711,3359,270,47
03/11/2021,06/19/2020,16285,1115,112,17
03/12/2021,06/28/2020,9633,668,66,10
03/12/2021,06/14/2020,7688,503,61,5
03/11/2021,11/19/2020,21379,1928,134,20
03/11/2021,04/30/2020,10721,2621,334,142
03/12/2021,11/07/2020,8402,814,56,14
03/12/2021,08/15/2020,8647,576,67,12
03/11/2021,02/09/2021,16221,1903,203,33
03/11/2021,05/27/2020,16437,1674,180,45
03/11/2021,04/13/2020,6741,3547,1224,472
03/12/2021,03/28/2020,4759,3590,1449,591
03/11/2021,09/05/2020,9061,587,74,14
03/11/2021,02/20/2020,15,1,0,0
03/11/2021,10/23/2020,16826,1183,97,19
03/11/2021,03/12/2020,1579,473,118,42
03/12/2021,03/01/2021,14899,1607,131,9
03/12/2021,02/03/2020,1,0,0,0
03/12/2021,09/13/2020,7098,534,43,6
03/11/2021,07/01/2020,19435,1404,134,22
03/11/2021,12/13/2020,10020,1546,143,31
03/12/2021,01/23/2021,11003,1889,171,30
03/12/2021,02/02/2021,8265,1295,198,35
03/11/2021,04/26/2020,4378,1206,327,118
03/12/2021,06/03/2020,15082,1286,196,61
03/12/2021,04/26/2020,4378,1205,327,118
03/11/2021,06/30/2020,20681,1491,130,20
03/11/2021,08/06/2020,15719,1051,98,16
03/11/2021,07/14/2020,19178,1459,120,18
03/11/2021,01/02/2021,13313,2478,193,33
03/11/2021,09/16/2020,15601,974,93,8
03/11/2021,01/13/2021,21368,3022,253,48
03/12/2021,07/10/2020,15040,1140,107,19
03/11/2021,10/27/2020,17061,1212,82,14
03/11/2021,02/25/2020,1,0,0,0
03/11/2021,08/25/2020,18499,1170,101,13
03/12/2021,09/09/2020,18275,1183,88,17
03/11/2021,05/16/2020,6675,781,115,20
03/12/2021,05/25/2020,9367,1021,127,30
03/11/2021,11/15/2020,8680,890,76,16
03/12/2021,08/17/2020,20143,1358,123,19
03/12/2021,04/17/2020,10216,4014,829,327
03/12/2021,05/27/2020,16437,1682,180,46
03/12/2021,09/03/2020,19171,1277,90,10
03/11/2021,05/31/2020,6925,582,89,19
03/12/2021,01/08/2020,45,11,2,0
03/12/2021,05/29/2020,15028,1326,167,41
03/11/2021,01/08/2021,22841,3186,249,44
03/11/2021,01/20/2020,3,1,0,0
03/12/2021,08/28/2020,16577,1044,83,13
03/11/2021,05/01/2020,10271,2418,345,107
03/11/2021,02/08/2021,17407,2297,205,22
03/12/2021,10/25/2020,7041,517,57,16
03/11/2021,03/15/2020,2364,1186,305,102
03/12/2021,04/10/2020,7847,4708,1349,560
03/12/2021,03/03/2021,14319,1432,99,2
03/12/2021,04/07/2020,10594,6337,1761,786
03/12/2021,12/26/2020,12222,2230,182,40
03/11/2021,02/21/2021,6901,1036,113,9
03/12/2021,01/11/2020,2,1,0,0
03/11/2021,02/13/2021,8100,1204,156,18
03/11/2021,01/28/2021,18151,2476,221,49
03/12/2021,03/12/2020,1579,473,118,42
03/11/2021,01/11/2020,2,1,0,0
03/11/2021,06/04/2020,14787,1203,163,34
03/12/2021,07/31/2020,15525,1022,108,23
03/11/2021,09/18/2020,14628,865,90,14
03/12/2021,01/25/2021,20739,3006,238,49
03/11/2021,01/19/2021,21633,2862,246,36
03/11/2021,02/27/2021,7621,987,107,3
03/11/2021,11/29/2020,9664,1321,128,24
03/12/2021,02/04/2020,2,1,0,0
03/11/2021,11/16/2020,22033,2064,152,22
03/11/2021,03/19/2020,7754,4183,889,286
03/12/2021,06/02/2020,15709,1329,157,48
03/12/2021,10/28/2020,17023,1165,83,3
03/11/2021,04/16/2020,9562,3910,865,333
03/12/2021,06/01/2020,16908,1512,202,59
03/11/2021,03/10/2021,82,1,0,0
03/11/2021,03/17/2020,5537,2766,557,175
03/12/2021,09/20/2020,5707,387,52,8
03/11/2021,05/20/2020,20558,2533,190,43
03/12/2021,03/16/2020,4955,2458,523,148
03/12/2021,01/25/2020,4,1,0,0
03/12/2021,06/15/2020,18847,1281,174,34
03/11/2021,04/07/2020,10594,6336,1761,785
03/12/2021,04/19/2020,6739,2612,567,199
03/12/2021,06/04/2020,14786,1211,166,34
03/12/2021,03/03/2020,14,4,1,0
03/12/2021,10/07/2020,18438,1260,104,16
03/12/2021,04/23/2020,10014,3258,523,203
03/11/2021,10/10/2020,9135,611,71,13
03/11/2021,07/07/2020,20063,1466,147,20
03/11/2021,03/14/2020,1708,751,242,79
03/11/2021,02/08/2020,2,1,0,0
03/11/2021,02/19/2020,1,0,0,0
03/12/2021,01/24/2021,8850,1525,166,22
03/11/2021,06/08/2020,17851,1294,151,31
03/11/2021,03/28/2020,4759,3590,1449,591
03/11/2021,11/11/2020,15984,1599,119,21
03/12/2021,01/20/2021,18911,2746,233,46
03/12/2021,01/02/2021,13317,2476,192,33
03/12/2021,06/11/2020,13765,952,127,20
03/11/2021,02/10/2020,2,1,0,0
03/11/2021,03/06/2021,6942,933,76,1
03/11/2021,04/18/2020,6571,2473,610,213
03/11/2021,05/12/2020,15040,2107,252,64
03/11/2021,11/06/2020,16264,1382,102,23
03/12/2021,06/17/2020,17816,1246,136,26
03/11/2021,04/25/2020,6160,1851,339,103
03/11/2021,11/27/2020,16233,1983,157,31
03/11/2021,01/25/2021,20730,2997,238,48
03/11/2021,09/04/2020,18769,1177,105,21
03/12/2021,03/24/2020,7230,4829,1426,559
03/12/2021,03/06/2020,84,18,4,3
03/12/2021,02/14/2020,1,0,0,0
03/11/2021,02/18/2021,8403,951,136,17
03/11/2021,06/17/2020,17816,1242,133,26
03/11/2021,02/12/2021,12691,1665,146,32
03/11/2021,07/21/2020,18053,1249,111,17
03/12/2021,09/04/2020,18769,1182,105,21
03/11/2021,11/04/2020,17963,1439,88,13
03/11/2021,04/20/2020,11463,4280,739,284
03/12/2021,03/15/2020,2364,1188,305,102
03/12/2021,02/06/2021,9687,1653,187,31
03/12/2021,02/25/2020,1,0,0,0
03/12/2021,08/20/2020,17743,1124,105,13
03/12/2021,08/26/2020,17119,1107,88,18
03/12/2021,06/09/2020,16482,1186,143,16
03/11/2021,02/06/2021,9683,1650,186,30
03/11/2021,04/12/2020,5766,3065,975,416
03/12/2021,05/14/2020,14234,1946,218,60
03/12/2021,08/09/2020,6866,425,42,7
03/11/2021,12/11/2020,19114,2388,197,37
03/12/2021,01/06/2021,23308,3498,239,58
03/12/2021,10/03/2020,9288,651,71,15
03/12/2021,07/13/2020,21404,1624,151,29
03/12/2021,12/07/2020,22550,2775,184,31
03/11/2021,04/21/2020,9767,3495,652,278
03/11/2021,12/04/2020,19161,2358,180,31
03/12/2021,08/19/2020,17815,1126,97,8
03/12/2021,12/18/2020,18676,2403,180,28
03/12/2021,12/24/2020,13434,2034,174,29
03/11/2021,10/20/2020,17431,1244,107,10
03/12/2021,11/20/2020,21748,1908,149,24
03/12/2021,07/20/2020,18791,1386,144,32
03/12/2021,01/12/2021,21267,3083,259,60
03/12/2021,05/23/2020,9671,1007,104,21
03/11/2021,12/30/2020,19932,3165,218,32
03/11/2021,08/02/2020,6577,467,67,13
03/12/2021,07/08/2020,19818,1465,121,17
03/11/2021,10/28/2020,17023,1161,83,3
03/11/2021,05/10/2020,4433,704,150,52
03/11/2021,08/23/2020,7121,477,48,9
03/11/2021,11/23/2020,24244,2439,186,25
03/11/2021,12/16/2020,17886,2200,165,35
03/11/2021,01/18/2021,15458,2588,223,45
03/11/2021,05/22/2020,20053,2327,221,55
03/12/2021,06/06/2020,8638,679,92,17
03/12/2021,09/07/2020,9141,718,53,7
03/11/2021,07/25/2020,8157,553,71,15
03/11/2021,07/05/2020,8191,564,65,6
03/11/2021,07/24/2020,14597,1054,120,19
03/12/2021,11/01/2020,9984,725,50,8
03/12/2021,12/28/2020,20593,3382,245,50
03/12/2021,10/09/2020,17024,1150,101,16
03/11/2021,01/04/2020,30,4,1,0
03/11/2021,12/01/2020,20700,2581,186,35
03/12/2021,10/30/2020,15322,1094,102,18
03/12/2021,02/08/2020,2,1,0,0
03/12/2021,02/04/2021,16988,2454,257,43
03/11/2021,03/11/2020,801,237,75,33
03/11/2021,02/05/2020,1,0,0,0
03/12/2021,01/16/2021,12368,2077,207,37
03/12/2021,11/14/2020,10991,1178,107,21
03/12/2021,10/05/2020,21022,1567,122,21
03/12/2021,12/29/2020,19406,3334,239,41
03/12/2021,03/10/2020,469,113,43,13
03/12/2021,02/24/2021,14558,1559,160,18
03/11/2021,09/17/2020,16216,1077,93,22
03/11/2021,11/12/2020,19896,1711,121,24
03/12/2021,10/27/2020,17061,1213,83,14
03/11/2021,03/20/2020,7820,4455,983,308
03/11/2021,08/09/2020,6866,425,41,7
03/11/2021,02/19/2021,11575,1460,166,13
03/12/2021,01/07/2021,22596,3247,249,44
03/12/2021,12/08/2020,21947,2608,207,36
03/12/2021,03/23/2020,5670,3848,1228,425
03/11/2021,05/14/2020,14234,1940,216,60
03/12/2021,02/09/2021,16225,1914,204,36
03/12/2021,01/03/2020,8,4,0,0
03/11/2021,06/05/2020,14533,1133,155,33
03/11/2021,06/09/2020,16482,1187,143,16
03/11/2021,04/05/2020,6349,3981,1394,580
03/11/2021,07/26/2020,6329,473,68,7
03/11/2021,01/17/2021,9728,1652,166,45
03/11/2021,07/19/2020,7374,548,62,7
03/12/2021,04/24/2020,9594,2953,520,220
03/12/2021,01/28/2020,2,1,0,0
03/11/2021,04/22/2020,11382,3988,614,223
03/12/2021,08/03/2020,18548,1296,126,17
03/12/2021,09/02/2020,18517,1269,100,20
03/11/2021,06/18/2020,17785,1170,138,18
03/11/2021,03/09/2021,3201,220,0,0
03/12/2021,01/04/2020,30,4,1,0
03/11/2021,09/02/2020,18517,1263,100,20
03/11/2021,01/24/2020,1,1,0,0
03/12/2021,05/07/2020,11251,1946,268,93
03/11/2021,10/05/2020,21022,1557,121,20
03/12/2021,09/22/2020,16673,1034,86,8
03/12/2021,11/13/2020,18832,1744,134,19
03/12/2021,02/23/2021,14543,1646,145,12
03/11/2021,12/24/2020,13427,2030,174,28
03/12/2021,04/21/2020,9768,3498,652,278
03/12/2021,01/14/2020,2,1,0,0
03/12/2021,06/21/2020,7689,545,91,16
03/12/2021,06/12/2020,15645,1065,135,33
03/11/2021,01/05/2020,51,9,0,0
03/12/2021,12/15/2020,21536,2757,203,50
03/12/2021,12/06/2020,9790,1341,113,20
03/11/2021,02/15/2021,10951,1479,174,23
03/12/2021,11/28/2020,11423,1530,133,26
03/12/2021,09/25/2020,15190,987,89,19
03/12/2021,05/09/2020,5343,941,169,44
03/12/2021,05/21/2020,19746,2575,225,54
03/11/2021,09/10/2020,15577,1045,99,15
03/12/2021,10/22/2020,16542,1223,120,24
03/12/2021,12/14/2020,22144,2681,225,39
03/11/2021,02/14/2020,1,0,0,0
03/12/2021,03/17/2020,5537,2768,557,175
03/11/2021,02/16/2020,1,0,0,0
03/12/2021,03/08/2021,13649,1204,62,1
03/11/2021,01/27/2021,18405,2528,235,37
03/12/2021,01/23/2020,3,2,1,0
03/12/2021,05/11/2020,13586,1961,256,75
03/11/2021,06/03/2020,15082,1282,195,61
03/12/2021,09/06/2020,7375,540,55,6
03/11/2021,06/06/2020,8638,679,92,17
03/12/2021,10/01/2020,14883,1143,91,20
03/11/2021,01/03/2021,10945,1971,188,33
03/11/2021,08/22/2020,8089,538,48,7
03/12/2021,02/22/2021,15496,1691,178,7
03/12/2021,10/04/2020,8009,574,55,5
03/12/2021,01/10/2021,11462,1892,155,29
03/12/2021,08/25/2020,18499,1178,101,13
03/12/2021,07/05/2020,8191,568,65,6
03/11/2021,10/07/2020,18438,1254,104,16
03/12/2021,06/27/2020,10749,754,88,13
03/11/2021,06/12/2020,15644,1058,136,33
03/11/2021,09/29/2020,16055,1309,116,15
03/11/2021,02/05/2021,15795,2157,216,30
03/11/2021,01/07/2020,24,5,0,0
03/11/2021,02/25/2021,15950,1647,147,12
03/11/2021,05/19/2020,16443,2023,216,61
03/11/2021,07/10/2020,15040,1135,106,19
03/11/2021,02/23/2021,14531,1638,146,11
03/11/2021,11/25/2020,19756,2240,161,27
03/11/2021,05/18/2020,16448,1930,219,41
03/11/2021,12/27/2020,10520,1822,167,41
03/12/2021,12/21/2020,22000,2876,235,45
03/12/2021,03/26/2020,7332,5305,1722,665
03/12/2021,12/20/2020,10912,1643,132,37
03/12/2021,09/21/2020,17616,1256,116,15
03/12/2021,03/08/2020,110,30,17,4
03/11/2021,10/14/2020,16700,1127,101,17
03/12/2021,04/11/2020,6952,3893,1096,430
03/11/2021,01/21/2021,19755,2675,211,33
03/12/2021,05/01/2020,10271,2420,345,109
03/11/2021,04/02/2020,9403,6049,1866,770
03/12/2021,03/09/2020,401,86,36,18
03/12/2021,12/30/2020,19940,3173,219,32
03/11/2021,02/03/2021,17531,2524,228,41
03/12/2021,01/22/2021,18647,2636,262,47
03/12/2021,01/31/2020,2,0,0,0
03/12/2021,04/25/2020,6160,1854,339,103
03/11/2021,03/16/2020,4955,2457,523,148
03/11/2021,02/22/2021,15486,1675,176,7
03/12/2021,03/22/2020,4431,2833,920,310
03/12/2021,12/22/2020,20424,2820,214,36
03/12/2021,06/16/2020,18568,1358,163,25
03/11/2021,08/10/2020,18968,1243,111,14
03/12/2021,02/11/2020,2,0,0,0
03/12/2021,02/05/2021,15801,2165,217,32
03/11/2021,02/18/2020,1,1,0,0
03/11/2021,02/14/2021,6424,943,136,18
03/11/2021,11/30/2020,20410,2347,185,30
03/12/2021,12/05/2020,11391,1589,144,27
03/11/2021,05/30/2020,8368,771,108,22
03/11/2021,01/04/2021,24658,3873,261,41
03/11/2021,01/23/2021,10999,1880,170,30
03/11/2021,11/18/2020,21539,1948,127,26
03/11/2021,09/09/2020,18275,1181,88,17
03/11/2021,09/07/2020,9141,720,53,7
03/12/2021,04/05/2020,6351,3981,1394,580
03/12/2021,12/25/2020,3170,655,130,30
03/12/2021,07/09/2020,17991,1277,130,24
03/11/2021,02/03/2020,1,0,0,0
03/12/2021,07/26/2020,6329,471,67,7
03/11/2021,01/12/2021,21258,3074,255,59
03/11/2021,09/26/2020,9059,603,55,11
03/11/2021,03/13/2020,2169,790,226,63
03/12/2021,06/10/2020,15143,1080,145,25
03/11/2021,09/22/2020,16673,1026,85,8
03/11/2021,12/23/2020,19365,2579,206,42
03/11/2021,08/05/2020,15610,1032,100,11
03/11/2021,08/01/2020,8287,599,68,12
03/11/2021,08/07/2020,15595,1047,106,14
03/12/2021,03/07/2020,67,15,7,3
03/12/2021,06/24/2020,17794,1239,119,26
03/12/2021,02/16/2020,1,0,0,0
03/12/2021,02/27/2021,7638,997,110,3
03/11/2021,09/14/2020,18867,1172,100,21
03/11/2021,11/13/2020,18832,1737,133,19
03/12/2021,01/27/2020,2,1,0,0
03/11/2021,02/27/2020,1,0,0,1
03/11/2021,02/04/2021,16987,2448,257,43
03/11/2021,08/03/2020,18548,1291,126,17
03/12/2021,03/20/2020,7820,4453,983,308
03/12/2021,02/05/2020,1,0,0,0
03/11/2021,01/09/2020,8,2,0,0
03/12/2021,02/17/2021,12964,1623,183,20
03/12/2021,11/22/2020,13091,1203,97,12
03/12/2021,09/18/2020,14628,875,91,14
03/11/2021,07/12/2020,8435,671,70,7
03/12/2021,11/12/2020,19896,1715,121,24
03/11/2021,08/30/2020,6842,463,58,10
03/11/2021,01/16/2021,12363,2070,207,37
03/12/2021,04/02/2020,9403,6050,1866,770
03/11/2021,05/08/2020,10327,1630,261,79
03/11/2021,03/09/2020,401,86,36,18
03/11/2021,04/24/2020,9594,2954,520,219
03/12/2021,07/15/2020,19602,1414,139,20
03/11/2021,07/30/2020,15538,1021,110,13
03/11/2021,12/21/2020,21993,2877,235,45
03/11/2021,04/17/2020,10216,4011,829,327
03/11/2021,12/18/2020,18669,2401,180,27
03/12/2021,12/19/2020,12533,1866,174,26
03/12/2021,03/29/2020,4921,3700,1481,552
03/11/2021,02/07/2021,5296,902,165,27
03/11/2021,10/01/2020,14882,1138,90,20
03/12/2021,01/01/2021,4027,773,132,34
03/11/2021,05/02/2020,5885,1375,231,66
03/11/2021,03/02/2020,4,0,0,0
03/12/2021,04/16/2020,9563,3913,864,333
03/12/2021,02/03/2021,17529,2522,229,41
03/12/2021,07/29/2020,15768,1098,106,13
03/11/2021,06/23/2020,19140,1277,117,20
03/12/2021,09/23/2020,16369,1096,101,20
03/12/2021,08/10/2020,18968,1252,112,14
03/11/2021,03/04/2020,35,9,6,2
03/11/2021,04/10/2020,7847,4707,1349,560
03/11/2021,10/06/2020,19886,1338,108,13
03/11/2021,03/22/2020,4431,2832,920,310
03/12/2021,10/16/2020,15889,1085,87,11
03/12/2021,08/18/2020,19307,1209,89,13
03/12/2021,10/11/2020,6705,541,68,11
03/11/2021,02/02/2021,8263,1292,196,35
03/12/2021,09/30/2020,15035,1191,103,18
03/11/2021,07/31/2020,15525,1014,107,21
03/12/2021,06/25/2020,17523,1118,133,25
03/12/2021,01/05/2021,22804,3670,268,65
03/12/2021,04/03/2020,9585,5991,1828,794
03/11/2021,06/16/2020,18568,1362,162,25
03/11/2021,04/29/2020,11853,2892,390,128
03/12/2021,02/25/2021,16016,1666,150,15
03/12/2021,09/01/2020,19261,1298,84,11
03/11/2021,03/24/2020,7230,4826,1426,558
03/11/2021,11/10/2020,19649,1800,133,28
03/11/2021,07/03/2020,11715,801,86,11
03/11/2021,12/25/2020,3166,650,129,30
03/12/2021,10/26/2020,17783,1315,104,14
03/11/2021,10/21/2020,17169,1189,89,15
03/12/2021,03/06/2021,7014,945,80,2
03/12/2021,08/21/2020,17481,1097,113,16
03/12/2021,02/29/2020,2,1,0,0
03/11/2021,01/18/2020,2,0,0,0
03/12/2021,05/03/2020,4608,1024,208,57
03/11/2021,09/21/2020,17616,1248,116,15
03/12/2021,03/30/2020,8584,6304,1954,820
03/11/2021,04/15/2020,9894,4267,996,380
03/11/2021,11/08/2020,7299,898,83,11
03/11/2021,08/27/2020,15562,1035,85,18
03/12/2021,08/30/2020,6842,466,58,10
03/12/2021,01/22/2020,4,1,0,0
03/12/2021,12/04/2020,19166,2361,180,31
03/11/2021,01/20/2021,18908,2731,233,46
03/11/2021,09/23/2020,16369,1092,100,20
03/11/2021,12/26/2020,12221,2224,182,40
03/12/2021,01/04/2021,24665,3879,261,41
03/12/2021,12/16/2020,17897,2208,164,35
03/12/2021,01/30/2021,9499,1509,153,26
03/12/2021,08/29/2020,8121,496,48,8
03/12/2021,08/13/2020,15445,1074,97,15
03/11/2021,06/01/2020,16908,1510,201,59
03/12/2021,11/02/2020,19897,1449,111,21
03/11/2021,05/15/2020,11775,1525,218,53
03/12/2021,08/24/2020,20003,1209,105,12
03/12/2021,11/18/2020,21540,1950,128,26
03/12/2021,07/19/2020,7374,549,62,7
03/11/2021,05/29/2020,15028,1323,167,41
